NOG	EC	# Members assigned to this EC	# EC assigned proteins	# NOG members
ENOG4111MV7	2.1.1.222	2	2	9
ENOG4111MWN	6.6.1.1	1	1	4
ENOG4111MX6	2.1.1.-	2	2	42
ENOG4111MXA	2.1.1.61	2	2	15
ENOG4111MXA	1.5.-.-	2	2	15
ENOG4111MZ6	1.20.4.1	1	1	23
ENOG4111N0Q	3.1.1.45	2	2	3
ENOG4111N0Y	2.7.1.39	3	3	9
ENOG4111N10	2.1.1.43	3	3	11
ENOG4111N1H	2.7.7.12	4	4	52
ENOG4111N4N	2.7.1.15	17	17	25
ENOG4111N4R	2.4.-.-	2	2	3
ENOG4111N56	2.4.1.-	19	37	116
ENOG4111N69	1.15.1.1	14	14	17
ENOG4111N6J	4.2.2.3	30	30	36
ENOG4111N75	1.14.16.1	1	1	15
ENOG4111N89	2.3.1.178	90	90	165
ENOG4111N8P	2.4.1.-	1	1	7
ENOG4111N8Q	2.7.1.69	5	5	5
ENOG4111N93	4.4.1.5	2	2	97
ENOG4111N99	1.1.1.320	20	24	117
ENOG4111N9W	1.1.1.-	2	3	302
ENOG4111N9Z	4.2.1.-	1	1	164
ENOG4111NA3	2.3.2.3	1	1	6
ENOG4111NAP	2.3.1.-	1	1	14
ENOG4111NAQ	3.1.3.74	50	75	226
ENOG4111NB1	2.1.1.-	1	2	26
ENOG4111NB1	2.-.-.-	1	2	26
ENOG4111NBJ	3.1.11.-	2	2	33
ENOG4111NC5	1.6.5.3	36	36	73
ENOG4111NCA	2.5.1.30	17	17	31
ENOG4111NCB	4.1.1.44	9	9	37
ENOG4111NCC	2.8.1.-	1	1	242
ENOG4111NEA	5.4.2.1	1	1	12
ENOG4111NEJ	4.2.1.108	121	121	215
ENOG4111NEQ	2.4.-.-	17	17	72
ENOG4111NEZ	3.1.4.46	5	5	6
ENOG4111NF0	2.5.1.43	21	21	57
ENOG4111NF8	2.4.1.82	1	1	22
ENOG4111NFQ	3.1.3.2	2	2	6
ENOG4111NG1	3.5.3.19	3	3	9
ENOG4111NGF	2.7.3.-	1	1	18
ENOG4111NHH	3.1.1.45	1	1	4
ENOG4111NHW	2.3.1.-	2	2	240
ENOG4111NI7	3.1.4.46	1	1	25
ENOG4111NIJ	1.1.1.-	1	1	76
ENOG4111NKF	3.1.3.4	17	17	34
ENOG4111NKG	2.3.1.-	1	1	18
ENOG4111NMK	2.7.1.140	6	6	16
ENOG4111NMK	2.7.1.151	6	6	16
ENOG4111NMX	3.-.-.-	1	1	49
ENOG4111NNH	2.4.1.-	1	1	7
ENOG4111NPA	3.1.-.-	9	9	16
ENOG4111NQ3	6.2.1.30	5	5	6
ENOG4111NQ7	3.1.-.-	1	1	180
ENOG4111NS3	3.1.1.5	1	2	41
ENOG4111NS3	3.1.-.-	1	2	41
ENOG4111NS3	3.1.2.-	1	2	41
ENOG4111NSC	2.3.1.82	3	3	12
ENOG4111NSE	6.3.5.4	7	7	13
ENOG4111NSR	2.7.7.7	10	10	10
ENOG4111NSV	2.7.11.1	5	5	10
ENOG4111NU7	4.2.1.75	2	2	6
ENOG4111NV8	1.11.1.10	1	1	43
ENOG4111NWB	2.7.1.72	4	4	68
ENOG4111NWK	3.1.3.18	1	1	8
ENOG4111NWM	2.5.1.18	2	2	2
ENOG4111NWQ	5.1.99.1	1	1	10
ENOG4111NXQ	3.2.1.-	3	3	12
ENOG4111NYG	1.4.99.1	1	1	11
ENOG4111NZA	1.6.99.-	2	2	135
ENOG4111NZR	3.2.1.4	1	1	26
ENOG4111NZS	3.2.2.-	2	2	11
ENOG4111NZS	4.2.99.18	2	2	11
ENOG4111P0Q	1.-.-.-	35	35	47
ENOG4111P1K	1.14.13.25	4	4	5
ENOG4111P1Q	1.6.5.3	22	22	44
ENOG4111P28	3.2.1.8	3	3	3
ENOG4111P3Q	2.4.1.-	1	1	133
ENOG4111P4F	2.7.7.68	3	3	5
ENOG4111P54	2.7.1.69	9	9	12
ENOG4111P5M	1.-.-.-	1	1	39
ENOG4111P6B	1.1.1.100	3	3	6
ENOG4111P6K	4.2.1.75	15	15	27
ENOG4111P6T	1.1.1.-	2	2	6
ENOG4111P73	1.5.3.1	2	2	5
ENOG4111P77	3.1.-.-	1	1	22
ENOG4111P7Q	2.3.1.57	6	6	31
ENOG4111P84	1.14.13.129	58	58	86
ENOG4111P85	5.3.3.18	1	1	3
ENOG4111P8C	2.7.3.-	1	1	4
ENOG4111P8N	2.1.1.197	65	66	135
ENOG4111P9B	2.3.1.60	10	10	21
ENOG4111P9K	3.4.21.10	1	1	8
ENOG4111P9T	3.1.25.1	3	3	22
ENOG4111P9X	2.3.1.-	5	6	205
ENOG4111P9Z	3.1.2.15	8	8	17
ENOG4111PA6	2.5.1.2	1	1	12
ENOG4111PAG	3.6.1.-	10	10	43
ENOG4111PAS	2.7.11.1	1	1	3
ENOG4111PAV	2.3.1.191	1	1	70
ENOG4111PAY	3.5.1.28	39	39	86
ENOG4111PBN	3.6.3.14	40	40	133
ENOG4111PBW	3.6.3.14	5	5	30
ENOG4111PCK	5.-.-.-	2	2	6
ENOG4111PD1	3.1.4.12	3	4	48
ENOG4111PD8	2.4.1.228	69	84	268
ENOG4111PEC	1.1.1.-	7	7	12
ENOG4111PED	6.3.2.19	14	14	27
ENOG4111PES	1.6.99.3	54	54	118
ENOG4111PES	1.6.5.3	54	54	118
ENOG4111PEY	3.2.-.-	2	2	15
ENOG4111PF0	2.3.1.-	2	2	296
ENOG4111PF5	3.1.3.18	1	1	14
ENOG4111PFJ	2.3.1.57	12	12	52
ENOG4111PFR	1.14.-.-	1	1	36
ENOG4111PG7	2.1.1.72	1	1	23
ENOG4111PGU	3.4.23.43	6	6	30
ENOG4111PGW	3.1.21.4	1	1	5
ENOG4111PHH	1.1.1.-	2	2	9
ENOG4111PHN	2.7.1.67	1	1	22
ENOG4111PHP	2.1.1.163	1	1	102
ENOG4111PHP	2.1.1.201	1	1	102
ENOG4111PHU	3.6.3.14	5	5	12
ENOG4111PI1	3.1.3.5	6	6	12
ENOG4111PIA	2.7.1.48	26	26	50
ENOG4111PIG	2.3.1.199	5	5	66
ENOG4111PIU	2.7.1.4	5	5	9
ENOG4111PJ6	2.7.7.63	10	10	14
ENOG4111PJK	2.7.13.3	1	1	3
ENOG4111PKF	4.4.1.5	1	1	15
ENOG4111PKN	3.1.1.29	1	1	43
ENOG4111PM5	3.4.16.4	1	1	5
ENOG4111PMI	1.4.99.-	2	2	17
ENOG4111PN7	3.4.23.-	76	76	119
ENOG4111PPD	3.6.3.14	2	2	4
ENOG4111PQ2	2.7.6.2	14	14	39
ENOG4111PQ8	1.3.1.72	1	1	12
ENOG4111PQD	3.5.1.28	84	84	180
ENOG4111PQI	1.1.1.100	2	2	8
ENOG4111PR1	2.1.1.-	18	18	74
ENOG4111PT9	2.7.1.48	30	30	44
ENOG4111PTA	3.1.3.18	13	13	28
ENOG4111PV4	5.4.2.1	20	20	28
ENOG4111PVH	2.3.1.-	66	66	134
ENOG4111PVK	3.6.3.14	2	2	5
ENOG4111PVT	3.4.21.26	2	2	74
ENOG4111PW2	5.3.1.24	1	1	15
ENOG4111PXA	2.1.1.13	4	4	5
ENOG4111PXN	3.1.3.18	22	22	41
ENOG4111PXP	2.7.3.-	1	1	10
ENOG4111PY0	4.2.3.12	7	7	12
ENOG4111PY0	4.1.2.50	7	7	12
ENOG4111PYK	3.4.25.1	1	1	10
ENOG4111PYX	3.6.1.12	20	20	98
ENOG4111PZG	1.1.1.153	56	60	241
ENOG4111Q0I	2.5.1.18	9	9	15
ENOG4111Q17	3.1.2.15	1	1	7
ENOG4111Q1F	3.1.-.-	2	2	3
ENOG4111Q1I	2.7.1.2	21	21	38
ENOG4111Q3X	3.4.25.1	1	1	3
ENOG4111Q47	3.4.24.3	1	1	25
ENOG4111Q4A	3.1.26.8	2	2	4
ENOG4111Q4E	2.7.7.-	1	1	39
ENOG4111Q4U	1.13.11.39	2	2	91
ENOG4111Q4Y	2.1.1.72	6	6	21
ENOG4111Q59	2.3.1.-	3	3	57
ENOG4111Q5Q	6.3.5.4	4	4	9
ENOG4111Q6D	1.13.11.41	2	2	79
ENOG4111Q6N	2.5.1.18	1	2	20
ENOG4111Q6N	5.3.99.2	1	2	20
ENOG4111Q7B	3.1.3.48	1	1	40
ENOG4111Q8Q	5.4.2.1	2	2	8
ENOG4111Q8R	2.7.1.69	37	37	57
ENOG4111Q8U	3.1.3.2	1	1	9
ENOG4111Q8X	1.-.-.-	17	17	67
ENOG4111Q9N	4.6.1.1	1	1	7
ENOG4111QA1	3.6.1.62	28	28	80
ENOG4111QA1	3.6.1.64	28	28	80
ENOG4111QA8	3.1.11.5	2	2	25
ENOG4111QAD	3.5.1.28	7	7	20
ENOG4111QC9	6.5.1.3	4	4	9
ENOG4111QDC	1.2.7.1	2	2	6
ENOG4111QDZ	1.15.1.1	8	8	10
ENOG4111QEP	1.1.1.270	8	8	12
ENOG4111QES	3.5.4.-	1	1	34
ENOG4111QGA	4.1.1.37	1	1	7
ENOG4111QHM	3.2.1.17	57	57	200
ENOG4111QHR	1.14.12.10	1	1	8
ENOG4111QHR	1.14.12.-	1	1	8
ENOG4111QI1	2.7.7.7	6	7	10
ENOG4111QIF	2.3.1.1	4	4	7
ENOG4111QIN	2.7.7.7	3	3	8
ENOG4111QIV	3.6.4.12	7	7	14
ENOG4111QJX	3.1.2.-	9	9	15
ENOG4111QK7	3.1.1.2	54	54	145
ENOG4111QK7	3.1.8.1	54	54	145
ENOG4111QMD	2.7.1.36	4	4	9
ENOG4111QMF	1.5.1.3	11	11	13
ENOG4111QP6	5.2.1.8	6	6	15
ENOG4111QQD	4.1.1.4	5	5	14
ENOG4111QQV	1.-.-.-	1	1	42
ENOG4111QSM	2.4.1.141	119	119	221
ENOG4111QSW	2.7.7.7	75	75	195
ENOG4111QT0	3.4.21.-	1	1	39
ENOG4111QT0	3.4.16.4	1	1	39
ENOG4111QTD	2.4.1.-	6	6	12
ENOG4111QTS	3.5.99.2	2	2	7
ENOG4111QUM	3.4.24.-	1	1	11
ENOG4111QVX	3.1.2.-	35	35	97
ENOG4111QX0	1.3.3.11	2	2	2
ENOG4111QXB	5.4.2.1	10	10	15
ENOG4111QXM	1.16.1.7	1	1	10
ENOG4111QXS	5.2.1.8	1	1	11
ENOG4111QZ5	4.1.1.4	1	1	5
ENOG4111QZK	2.3.1.-	5	5	9
ENOG4111R0T	3.1.-.-	1	1	10
ENOG4111R1E	3.4.13.21	6	6	11
ENOG4111R1M	1.8.5.2	4	4	6
ENOG4111R2C	2.7.7.7	1	2	4
ENOG4111R2C	3.1.-.-	1	2	4
ENOG4111R2T	2.3.1.-	1	1	24
ENOG4111R36	3.1.26.5	38	38	80
ENOG4111R46	2.5.1.18	37	37	53
ENOG4111R4T	2.7.7.7	4	4	9
ENOG4111R58	3.5.1.28	5	5	20
ENOG4111R5J	3.4.-.-	6	6	15
ENOG4111R62	1.1.1.157	1	1	2
ENOG4111R6H	2.7.4.8	6	6	9
ENOG4111R6Z	2.7.7.47	2	2	2
ENOG4111R7I	1.9.3.1	4	4	6
ENOG4111R7P	3.1.-.-	1	1	5
ENOG4111R7V	2.1.1.-	1	1	60
ENOG4111R9H	4.2.1.44	1	1	5
ENOG4111RA7	2.3.1.-	2	2	13
ENOG4111RCC	1.3.3.11	1	1	3
ENOG4111RDC	6.3.5.11	1	1	4
ENOG4111RDC	6.3.5.9	1	1	4
ENOG4111REY	2.3.1.87	1	1	22
ENOG4111RFJ	2.7.1.39	2	2	22
ENOG4111RGD	2.1.1.64	7	7	24
ENOG4111RGD	2.1.1.222	7	7	24
ENOG4111RH3	4.2.1.75	19	19	32
ENOG4111RH5	3.6.1.54	1	1	5
ENOG4111RHS	4.2.1.1	1	1	20
ENOG4111RJT	3.2.1.-	2	2	18
ENOG4111RK3	6.3.2.19	1	1	43
ENOG4111RM0	3.1.1.24	1	1	36
ENOG4111RMD	2.7.1.39	1	1	9
ENOG4111RMP	2.1.1.-	1	1	27
ENOG4111RNR	1.-.-.-	7	7	10
ENOG4111RPN	3.5.1.-	112	170	366
ENOG4111RPS	2.1.1.33	1	1	222
ENOG4111RQB	2.7.8.-	2	2	5
ENOG4111RQF	2.7.7.1	6	6	19
ENOG4111RR0	3.2.-.-	9	9	18
ENOG4111RRM	2.5.1.-	4	4	12
ENOG4111RRM	2.5.1.74	4	4	12
ENOG4111RS6	2.4.1.-	36	36	48
ENOG4111RS9	1.13.11.4	1	1	28
ENOG4111RSH	3.8.1.2	8	8	24
ENOG4111RT0	2.-.-.-	1	1	5
ENOG4111RT5	1.6.99.3	34	34	78
ENOG4111RT5	1.6.5.3	34	34	78
ENOG4111RTE	3.6.3.14	4	4	11
ENOG4111RTW	1.14.99.-	1	1	190
ENOG4111RTX	2.7.1.151	7	7	31
ENOG4111RTX	2.7.1.140	5	7	31
ENOG4111RU5	5.1.99.1	2	3	9
ENOG4111RUG	2.3.1.57	3	3	9
ENOG4111RW3	3.6.3.14	9	9	11
ENOG4111RXE	3.6.1.13	1	1	52
ENOG4111RXG	3.1.3.2	1	1	11
ENOG4111RY9	3.5.2.6	2	2	11
ENOG4111RZB	3.1.-.-	2	2	5
ENOG4111RZY	2.7.11.1	27	27	43
ENOG4111S0W	2.4.1.-	11	11	43
ENOG4111S17	1.6.99.3	1	1	211
ENOG4111S17	1.6.5.3	1	1	211
ENOG4111S20	2.3.1.82	1	1	5
ENOG4111S2F	1.6.99.3	101	101	197
ENOG4111S2F	1.6.5.3	101	101	197
ENOG4111S3F	3.1.3.27	1	1	124
ENOG4111S3S	2.7.7.7	1	1	2
ENOG4111S4V	3.1.11.2	3	3	21
ENOG4111S68	2.4.1.-	1	1	13
ENOG4111S6V	3.1.1.4	38	38	93
ENOG4111S7R	1.11.1.7	11	11	38
ENOG4111S7X	2.3.1.51	1	1	18
ENOG4111S8V	3.4.22.10	1	1	24
ENOG4111SA6	3.1.3.-	9	9	92
ENOG4111SAE	4.2.1.107	1	1	75
ENOG4111SAE	1.1.1.35	1	1	75
ENOG4111SB2	2.7.9.2	3	3	6
ENOG4111SBS	1.6.5.3	1	1	62
ENOG4111SC2	3.2.2.-	1	1	66
ENOG4111SC7	1.7.2.1	3	3	3
ENOG4111SC7	1.7.99.1	3	3	3
ENOG4111SD1	2.4.1.-	1	1	15
ENOG4111SDA	2.1.1.170	11	11	18
ENOG4111SDI	3.1.1.-	1	1	29
ENOG4111SDT	3.4.22.10	1	1	41
ENOG4111SE0	2.5.1.18	1	1	2
ENOG4111SEK	5.2.1.8	2	2	3
ENOG4111SF9	4.1.1.50	1	1	9
ENOG4111SFK	4.1.1.44	49	49	76
ENOG4111SFX	2.1.1.-	1	1	6
ENOG4111SGA	3.1.1.11	2	2	29
ENOG4111SHB	1.1.1.100	1	1	6
ENOG4111SIM	2.7.13.3	9	9	16
ENOG4111SIV	1.15.1.1	1	1	12
ENOG4111SJ7	6.5.1.3	8	8	29
ENOG4111SJF	1.97.1.4	17	17	51
ENOG4111SM5	2.5.1.18	1	1	10
ENOG4111SMJ	2.7.3.-	1	1	5
ENOG4111SMT	3.6.1.1	8	8	16
ENOG4111SN8	5.3.1.24	6	6	8
ENOG4111SP3	3.4.21.-	1	1	8
ENOG4111SQ1	2.4.1.-	1	1	15
ENOG4111SQ6	1.8.5.2	9	9	10
ENOG4111SRX	3.1.-.-	10	10	15
ENOG4111SS9	3.1.3.27	1	1	3
ENOG4111ST6	3.5.2.6	2	2	11
ENOG4111STI	2.4.1.-	1	1	43
ENOG4111STM	3.1.1.74	7	7	25
ENOG4111SUU	2.6.1.16	3	3	6
ENOG4111SVE	1.97.1.10	10	10	40
ENOG4111SVF	3.1.3.16	2	2	6
ENOG4111SVX	5.2.1.8	1	1	7
ENOG4111SW0	5.2.1.8	4	4	16
ENOG4111SWS	2.5.1.21	2	2	4
ENOG4111SX7	1.6.5.3	24	24	36
ENOG4111SYR	1.3.3.11	1	1	6
ENOG4111T1Y	2.7.3.-	1	1	6
ENOG4111T20	1.1.1.100	3	3	7
ENOG4111T2M	4.4.1.5	3	3	4
ENOG4111T66	4.2.1.17	14	14	17
ENOG4111T6B	4.2.1.96	10	10	19
ENOG4111T6P	1.13.11.2	1	1	6
ENOG4111T74	2.4.1.141	2	2	18
ENOG4111T7W	4.2.3.12	2	2	71
ENOG4111T7W	4.1.2.50	2	2	71
ENOG4111TAH	2.5.1.18	3	3	10
ENOG4111TBQ	1.9.3.1	5	5	5
ENOG4111TCJ	2.7.11.7	9	9	20
ENOG4111TDD	3.1.1.4	17	17	52
ENOG4111TDD	3.1.1.32	17	17	52
ENOG4111TFW	1.16.3.1	2	2	31
ENOG4111TG1	2.1.1.-	1	1	35
ENOG4111THB	6.3.2.19	1	1	74
ENOG4111THW	3.1.1.74	7	10	43
ENOG4111TI4	2.4.99.-	2	2	12
ENOG4111TIT	3.1.-.-	1	1	4
ENOG4111TKE	3.1.22.4	1	1	9
ENOG4111TKF	2.1.1.-	1	1	37
ENOG4111TKV	2.1.1.132	9	9	16
ENOG4111TMG	2.7.11.1	8	8	24
ENOG4111TMU	2.7.7.7	1	1	17
ENOG4111TMY	2.7.8.7	57	57	83
ENOG4111TNB	3.6.1.-	1	1	8
ENOG4111TNF	1.-.-.-	2	2	66
ENOG4111TNR	3.6.3.14	5	5	6
ENOG4111TPM	2.1.1.-	4	4	6
ENOG4111TPV	3.6.3.14	4	4	16
ENOG4111TPW	2.3.1.-	15	15	141
ENOG4111TQE	2.4.-.-	1	1	6
ENOG4111TQY	3.6.1.17	1	1	7
ENOG4111TR1	4.4.1.5	1	1	27
ENOG4111TR4	1.6.99.3	111	113	377
ENOG4111TR4	1.6.5.3	108	113	377
ENOG4111TRE	3.1.-.-	1	1	165
ENOG4111TRG	2.3.1.48	1	1	44
ENOG4111TRH	5.1.3.13	7	7	10
ENOG4111TS2	4.2.1.6	1	1	34
ENOG4111TTG	4.1.1.45	8	8	22
ENOG4111TTU	4.1.3.1	1	1	9
ENOG4111TU0	3.4.22.70	31	31	58
ENOG4111TU4	6.3.2.19	1	1	38
ENOG4111TU8	4.1.1.-	77	77	110
ENOG4111TUA	3.6.3.51	2	2	291
ENOG4111TUP	3.1.26.5	14	14	24
ENOG4111TV2	2.7.3.-	7	8	71
ENOG4111TV5	5.3.3.1	3	3	134
ENOG4111TV9	2.7.10.2	1	1	4
ENOG4111TW4	2.3.1.-	52	52	146
ENOG4111TWM	1.20.4.1	5	5	41
ENOG4111TXG	1.10.3.12	3	3	12
ENOG4111TYG	4.2.3.12	14	14	32
ENOG4111TYG	4.1.2.50	14	14	32
ENOG4111TZ1	3.6.3.14	99	99	193
ENOG4111TZG	2.7.3.-	1	1	3
ENOG4111TZK	4.2.1.113	3	3	4
ENOG4111U0A	4.1.1.37	7	7	13
ENOG4111U0V	3.2.1.14	1	1	31
ENOG4111U19	1.1.5.4	1	1	29
ENOG4111U1Y	2.7.8.26	38	38	47
ENOG4111U22	3.5.1.28	3	3	112
ENOG4111U25	3.1.1.61	1	1	109
ENOG4111U2A	4.4.1.5	1	1	31
ENOG4111U31	3.6.3.14	19	19	56
ENOG4111U32	3.1.1.3	1	1	12
ENOG4111U34	3.1.3.-	2	2	65
ENOG4111U3R	2.1.1.-	14	14	28
ENOG4111U3R	3.4.23.43	14	14	28
ENOG4111U3U	2.3.1.-	1	1	105
ENOG4111U4S	1.14.-.-	1	1	21
ENOG4111U53	2.7.8.-	19	19	36
ENOG4111U55	3.4.-.-	3	3	6
ENOG4111U57	2.7.7.76	52	52	94
ENOG4111U5B	3.1.4.3	1	1	23
ENOG4111U5D	2.3.1.128	2	2	29
ENOG4111U63	4.4.1.5	10	10	21
ENOG4111U79	2.7.7.66	32	32	37
ENOG4111U7E	3.4.24.28	3	3	10
ENOG4111U8Y	3.1.2.23	1	2	48
ENOG4111U8Y	3.1.2.-	1	2	48
ENOG4111UA3	2.3.1.128	1	1	8
ENOG4111UB9	2.8.1.-	1	1	116
ENOG4111UCF	2.7.4.21	14	14	69
ENOG4111UCV	2.8.2.11	2	2	24
ENOG4111UCY	1.5.3.1	10	10	16
ENOG4111UD6	3.5.1.28	16	16	21
ENOG4111UDS	1.14.12.-	5	5	66
ENOG4111UE2	3.1.30.1	7	9	274
ENOG4111UEY	3.4.24.-	2	2	10
ENOG4111UG0	1.5.1.3	1	1	553
ENOG4111UHS	1.4.2.-	3	3	47
ENOG4111UHY	2.7.3.-	1	1	7
ENOG4111UIZ	2.7.1.148	3	3	8
ENOG4111UN3	4.2.1.84	3	3	20
ENOG4111UNK	2.7.1.25	1	1	5
ENOG4111UPA	4.1.1.37	13	13	48
ENOG4111UPF	2.7.1.78	3	3	11
ENOG4111UPX	2.7.8.5	16	16	28
ENOG4111UQ6	3.4.-.-	13	13	19
ENOG4111URJ	2.7.7.7	2	2	3
ENOG4111URT	3.6.3.14	33	33	82
ENOG4111URX	2.5.1.18	89	89	180
ENOG4111US8	2.7.7.18	3	3	945
ENOG4111US8	2.7.7.1	3	3	945
ENOG4111USF	5.3.3.1	1	1	5
ENOG4111USI	3.8.1.2	2	2	8
ENOG4111UT0	3.2.1.24	1	1	182
ENOG4111UU8	2.7.1.-	4	4	9
ENOG4111UUI	2.3.1.-	1	1	21
ENOG4111UUM	4.2.1.59	11	12	36
ENOG4111UUS	2.3.1.82	1	1	66
ENOG4111UVS	6.3.2.19	4	4	76
ENOG4111UW6	3.1.1.4	13	13	28
ENOG4111UWF	2.4.1.-	1	1	2
ENOG4111UWJ	2.7.6.5	1	1	126
ENOG4111UWS	3.2.1.73	1	1	10
ENOG4111UX7	1.1.4.1	25	25	119
ENOG4111UYM	2.7.7.-	1	1	150
ENOG4111UZC	2.7.7.7	53	53	68
ENOG4111UZW	3.1.26.5	3	3	7
ENOG4111V0I	3.1.26.5	1	1	221
ENOG4111V15	4.1.1.65	1	1	86
ENOG4111V16	2.1.1.-	8	8	21
ENOG4111V18	6.3.2.19	53	54	115
ENOG4111V1B	1.3.99.23	1	1	6
ENOG4111V1I	3.2.1.17	2	2	8
ENOG4111V25	3.6.4.12	2	2	13
ENOG4111V32	2.3.1.128	1	1	3
ENOG4111V4Q	1.1.2.7	17	17	25
ENOG4111V52	4.4.1.5	1	1	11
ENOG4111V53	4.4.1.5	21	21	30
ENOG4111V5E	1.14.13.129	5	5	7
ENOG4111V6F	3.1.1.74	1	1	68
ENOG4111V83	4.1.1.37	2	2	9
ENOG4111V89	1.6.99.3	83	83	158
ENOG4111V89	1.6.5.3	83	83	158
ENOG4111V8B	2.4.1.-	4	5	12
ENOG4111V8X	2.7.7.66	53	53	73
ENOG4111VAU	2.5.1.18	115	145	731
ENOG4111VCA	3.2.1.17	2	2	51
ENOG4111VCR	2.7.1.-	2	3	15
ENOG4111VF9	3.1.26.5	18	18	23
ENOG4111VFN	2.7.7.76	1	1	135
ENOG4111VGZ	2.7.1.173	22	22	71
ENOG4111VGZ	2.7.1.22	22	22	71
ENOG4111VJ6	3.5.3.1	2	2	11
ENOG4111VJ7	1.13.11.27	1	1	5
ENOG4111VJG	2.5.1.18	53	76	176
ENOG4111VJM	2.3.1.-	20	20	46
ENOG4111VKY	1.-.-.-	1	1	947
ENOG4111VN9	3.1.1.24	5	5	16
ENOG4111VNX	3.7.1.-	3	3	34
ENOG4111VP8	3.4.24.-	3	3	9
ENOG4111VP9	2.7.3.-	2	2	50
ENOG4111VPG	2.3.1.-	1	1	15
ENOG4111VPW	2.1.1.-	1	2	61
ENOG4111VPW	2.-.-.-	1	2	61
ENOG4111VQ2	5.2.1.8	8	8	20
ENOG4111VQE	3.1.3.-	1	1	26
ENOG4111VQY	2.3.1.57	47	47	116
ENOG4111VRJ	2.3.1.-	1	1	18
ENOG4111VU2	3.1.2.-	3	3	4
ENOG4111VV5	3.5.1.-	1	1	32
ENOG4111VVV	2.7.11.1	6	6	42
ENOG4111VW8	1.8.-.-	1	1	42
ENOG4111VWY	2.5.1.-	4	4	34
ENOG4111VX3	3.4.-.-	13	13	19
ENOG4111VXT	2.4.99.1	2	2	5
ENOG4111VYA	2.7.3.-	1	1	6
ENOG4111VZB	2.7.7.6	4	4	6
ENOG4111W0E	2.7.8.-	21	21	35
ENOG4111W0S	5.3.2.-	2	2	185
ENOG4111W1Y	2.3.1.-	1	1	95
ENOG4111W29	3.1.3.4	1	1	8
ENOG4111W33	3.2.2.5	46	46	109
ENOG4111W4E	2.3.1.-	26	26	54
ENOG4111W4K	2.7.13.3	2	2	9
ENOG4111W58	5.2.1.4	48	48	71
ENOG4111W59	2.3.1.-	2	3	19
ENOG4111W63	3.4.-.-	8	8	11
ENOG4111W6D	6.3.4.15	1	1	16
ENOG4111W6X	1.6.99.3	100	100	179
ENOG4111W6X	1.6.5.3	100	100	179
ENOG4111W7K	4.4.1.5	3	3	13
ENOG4111W80	2.7.13.3	3	3	7
ENOG4111W8T	2.3.1.-	2	2	73
ENOG4111W94	2.3.1.-	3	3	222
ENOG4111W9X	5.1.99.1	1	1	9
ENOG4111WA2	3.1.1.3	1	1	32
ENOG4111WA4	2.3.1.-	1	1	3
ENOG4111WAI	3.6.1.-	1	1	27
ENOG4111WB4	3.5.2.10	1	1	2
ENOG4111WBK	2.3.1.-	1	1	5
ENOG4111WCI	2.7.7.7	4	4	4
ENOG4111WCQ	5.1.3.-	17	17	28
ENOG4111WEY	1.6.99.3	45	45	98
ENOG4111WEY	1.6.5.3	45	45	98
ENOG4111WF1	3.6.-.-	1	1	23
ENOG4111WG1	2.1.1.37	5	5	17
ENOG4111WG3	4.2.1.75	1	1	71
ENOG4111WG8	2.7.3.-	23	23	54
ENOG4111WGJ	3.5.1.53	1	1	7
ENOG4111WGK	1.17.4.2	2	3	34
ENOG4111WGZ	3.1.26.5	63	63	322
ENOG4111WH4	6.2.1.30	2	2	4
ENOG4111WHM	3.1.26.5	18	18	35
ENOG4111WHN	2.3.1.183	1	1	31
ENOG4111WIH	1.-.-.-	1	1	3
ENOG4111WIM	2.7.8.-	1	1	9
ENOG4111WIP	1.1.1.69	2	2	4
ENOG4111WIX	5.3.3.8	3	3	6
ENOG4111WKI	3.1.3.33	15	15	79
ENOG4111WKM	3.2.1.80	1	1	28
ENOG4111WMB	3.4.-.-	1	1	12
ENOG4111WNA	2.4.-.-	7	7	12
ENOG4111WPX	3.8.1.2	2	2	12
ENOG4111WQV	4.1.1.37	1	1	2
ENOG4111WR7	6.3.2.19	2	2	31
ENOG4111WRX	3.1.1.-	2	2	138
ENOG4111WS0	5.1.3.-	49	49	84
ENOG4111WTC	3.6.3.14	38	38	47
ENOG4111WU0	1.1.1.100	6	6	7
ENOG4111WUH	2.-.-.-	2	2	46
ENOG4111WV2	3.4.22.-	1	1	12
ENOG4111WVN	3.1.1.74	5	5	40
ENOG4111WW2	2.3.1.-	1	1	42
ENOG4111WWH	4.2.1.80	2	2	46
ENOG4111WYE	3.6.3.14	17	17	36
ENOG4111WYH	1.16.3.1	2	2	13
ENOG4111WZG	2.4.2.31	58	58	188
ENOG4111X07	5.3.99.6	12	12	43
ENOG4111X1E	3.1.3.36	1	1	8
ENOG4111X1H	2.7.3.-	1	1	5
ENOG4111X3G	3.2.2.9	3	3	82
ENOG4111X3R	3.1.3.2	3	3	86
ENOG4111X44	3.1.3.18	2	2	14
ENOG4111X4T	1.14.13.-	18	18	19
ENOG4111X4Y	3.1.-.-	3	3	5
ENOG4111X61	3.1.2.-	8	8	15
ENOG4111X66	3.5.1.98	1	1	37
ENOG4111X6Z	3.1.4.12	1	1	27
ENOG4111X7E	1.8.4.2	26	26	77
ENOG4111X7U	5.3.3.10	12	12	20
ENOG4111X8Z	6.3.5.4	6	6	6
ENOG4111XCG	3.1.21.4	1	1	8
