contig	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343
NODE_216_length_305319_cov_6.901228.24	1.628700	0.070000	0.620000	0.020000	5.823700	6.355400	0.190000	2.219600	0	2.707900	5.510400	1.297800	0	0.290000	0.150000	0
NODE_216_length_305319_cov_6.901228.27	1.538100	0.080000	0.609500	0.060000	5.891700	5.375400	0.340000	2.265600	0	2.609700	5.497600	1.678200	0	0.299600	0.200000	0
NODE_216_length_305319_cov_6.901228.26	1.519300	0.040000	0.860000	0.140000	5.384400	6.274600	0.140000	2.698800	0.020000	2.458700	4.886300	1.645800	0	0.539900	0.150000	0.349700
NODE_216_length_305319_cov_6.901228.21	1.640000	0.039700	0.688700	0.040000	6.502900	5.737100	0.340000	1.870000	0	3.035500	5.362300	1.476200	0	0.550000	0.180000	0
NODE_216_length_305319_cov_6.901228.20	1.859500	0.160000	0.920000	0.020000	6.136100	5.996400	0.430000	2.088000	0	2.817900	5.327700	1.598500	0	0.488900	0.200000	0
NODE_216_length_305319_cov_6.901228.23	1.728100	0.030000	0.719100	0.080000	6.185300	5.664100	0.468100	2.458800	0	2.450000	5.437200	1.448500	0	0.439200	0.229700	0
NODE_216_length_305319_cov_6.901228.22	1.708900	0.050000	0.668900	0.080000	6.473800	6.423500	0.480000	2.477700	0	2.706900	5.882400	1.280000	0	0.409100	0.169600	0
NODE_494_length_527700_cov_6.812331.35	1.480000	0.060000	0.500000	0.060000	6.236800	6.056300	0.278100	2.099400	0	2.628300	5.116000	1.690000	0	0.449100	0.180000	0
NODE_216_length_305319_cov_6.901228.29	1.883097	0.071480	0.825266	0.051985	6.605692	6.403215	0.408863	2.286894	0.006498	2.557152	5.765677	1.604913	0	0.474365	0.174930	0.025993
NODE_216_length_305319_cov_6.901228.28	1.708100	0.070000	0.790000	0.100000	5.862800	5.152900	0.379000	1.948900	0	2.849400	5.163500	1.358700	0	0.298900	0.120000	0
NODE_140_length_621_cov_14.106280	2.577426	9.817660	4.186687	0	0	0	6.946457	0	6.512292	4.341538	1.153402	2.026049	6.212742	8.968159	4.341532	4.736615
NODE_258_length_263280_cov_8.177872.0	1.588900	4.118100	3.269500	0	0	0	3.896600	0	4.037800	1.138500	0.479000	1.369300	4.397700	5.295200	3.279000	1.507700
NODE_220_length_159_cov_4.037736	0.873362	2.183405	1.310046	0	0	0	1.310045	0	0	1.310044	0	0	3.493448	0	0.436681	5.240173
NODE_158_length_633_cov_19.135860	2.702705	9.458038	4.540541	0	0	0	7.372689	0	9.203423	3.556189	0.711238	2.413941	8.530592	9.503560	3.546235	6.543391
NODE_155_length_487_cov_20.540041	1.073608	6.811499	4.114905	0	0	0	6.822268	0	9.684014	1.974866	0.538600	1.416518	7.660679	8.962294	4.833039	1.436265
NODE_54_length_294_cov_20.802721	0.824176	1.373626	1.098902	0	0	0	1.648351	0	0.824175	0.274725	0	1.373624	1.648352	2.747254	2.197803	0.549451
NODE_250_length_251161_cov_8.263253.2	1.758300	4.946500	2.769200	0	0	0	3.907000	0	4.486500	0.738500	0.220000	1.097400	3.566600	4.924700	3.225200	1.769300
NODE_250_length_251161_cov_8.263253.3	1.899400	4.568300	3.329500	0	0	0	3.427900	0	4.773800	1.317400	0.379200	1.289300	3.967000	4.846600	2.489700	1.668900
NODE_250_length_251161_cov_8.263253.0	2.300000	5.045200	4.533100	0	0	0	4.447400	0	4.544800	2.350000	0.980000	1.659700	4.807100	4.436100	3.209600	3.583800
NODE_250_length_251161_cov_8.263253.1	1.548600	4.458100	2.588600	0	0	0	3.748000	0	4.565000	0.889100	0.370000	1.098700	4.176600	5.054400	2.259100	1.449200
NODE_250_length_251161_cov_8.263253.6	1.538200	4.517100	3.076700	0	0	0	4.268500	0	4.197600	0.839500	0.420000	1.099700	3.896300	4.638900	2.576300	1.749100
NODE_228_length_131_cov_10.335877	2.487563	6.845777	1.985075	0	0	0	6.273627	0	6.447761	0.497512	0	0.497512	8.776106	2.985076	4.388060	1.990049
NODE_250_length_251161_cov_8.263253.4	1.929200	3.848200	2.667100	0	0	0	4.078300	0	3.909300	1.097800	0.297900	1.318300	4.427800	4.513400	2.918300	1.719400
NODE_250_length_251161_cov_8.263253.5	2.039400	4.155800	3.326700	0	0	0	3.598800	0	4.327000	1.028200	0.270000	1.219300	4.221300	4.986300	3.005700	1.586800
NODE_258_length_263280_cov_8.177872.4	1.559800	4.097500	3.067600	0	0	0	3.949100	0	4.606400	1.188200	0.269900	1.100000	4.347200	4.277500	2.708100	1.520000
NODE_250_length_251161_cov_8.263253.8	1.916900	4.219400	2.699700	0	0	0	3.897500	0	4.177200	1.090000	0.220000	1.279900	3.837500	4.270000	2.456100	1.699400
NODE_250_length_251161_cov_8.263253.9	1.718800	4.711900	2.858400	0	0	0	3.699400	0	3.935900	1.169700	0.220000	1.049800	3.887200	4.955500	2.348500	1.538000
NODE_435_length_106_cov_15.320755	0	0.568182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_250_length_251161_cov_8.263253.11	1.897300	4.508000	3.009100	0	0	0	4.337600	0	3.982500	0.737800	0.318300	1.170000	3.547900	5.135400	3.216600	1.368800
NODE_494_length_527700_cov_6.812331.38	1.558800	0.040000	0.788800	0.100000	6.026800	5.684600	0.420000	2.466600	0	2.626300	5.942800	1.688000	0	0.390000	0.160000	0
NODE_430_length_143_cov_4.104895	0.469484	1.408452	0.469484	0	0	0	1.830985	0	1.408449	0.938967	0.469484	0.469484	0.427230	0	0	1.408450
NODE_250_length_251161_cov_8.263253.12	1.949300	4.387400	3.047200	0	0	0	4.175800	0	4.086900	0.940000	0.220000	1.198500	3.648100	4.914800	2.797800	1.928400
NODE_64_length_358694_cov_6.830965.33	1.697900	0.100000	0.910000	0.040000	6.954800	6.204900	0.270000	1.829100	0	2.740000	5.933400	1.549600	0	0.420000	0.110000	0
NODE_64_length_358694_cov_6.830965.32	1.578000	0.040000	0.947200	0.020000	6.006100	5.674700	0.280000	2.218200	0	2.758400	5.354700	1.377200	0	0.420000	0.209100	0
NODE_64_length_358694_cov_6.830965.31	1.860000	0.030000	0.910000	0.060000	6.100700	5.683800	0.288800	2.076900	0	2.454700	6.095700	1.099900	0	0.400000	0.250000	0
NODE_64_length_358694_cov_6.830965.30	1.665300	0.110000	0.589100	0.080000	5.655900	5.262400	0.340000	1.900000	0	2.899100	4.680000	1.479900	0	0.577900	0.188800	0
NODE_494_length_527700_cov_6.812331.36	1.360000	0.160000	0.780000	0.040000	5.885700	6.124700	0.529600	2.209300	0	2.748700	5.477800	1.288600	0	0.479400	0.139000	0
NODE_385_length_89_cov_11.898876	0.628931	0	0	0	1.886793	0.628931	0	0	0	0	0	0	0	0	0	0
NODE_494_length_527700_cov_6.812331.34	1.538500	0.120000	0.760000	0.060000	6.745500	5.565800	0.350000	2.467500	0	2.868500	5.405100	1.639800	0	0.270000	0.060000	0
NODE_64_length_358694_cov_6.830965.34	1.831860	0.053080	0.687381	0.074611	6.277603	6.273980	0.378118	2.013963	0	2.770463	5.762735	1.699745	0	0.436474	0.186527	0
NODE_489_length_157263_cov_6.771033.10	1.510000	0.060000	0.500000	0.130000	6.327800	5.477200	0.420000	2.298300	0	2.478000	5.556900	1.557800	0	0.449000	0.200000	0
NODE_489_length_157263_cov_6.771033.11	1.509300	0.120000	0.570000	0.070000	6.187800	5.818000	0.499300	2.268900	0	2.466600	5.586000	1.346200	0	0.379900	0.180000	0
NODE_489_length_157263_cov_6.771033.12	1.428600	0.050000	0.679500	0.060000	6.282500	5.982700	0.389900	2.089500	0	2.787200	4.746800	1.227600	0	0.410000	0.179900	0
NODE_128_length_532_cov_17.454887	3.476746	8.440195	3.986715	0	0	0	7.598011	0	7.767443	1.495016	0.664452	2.320596	8.750830	7.126246	6.425246	2.805647
NODE_489_length_157263_cov_6.771033.14	1.776727	0.034616	0.767034	0.080771	5.943519	5.806615	0.524087	2.074885	0	2.784918	4.740554	1.384643	0	0.369238	0.138464	0
NODE_86_length_30952_cov_8.371123.0	1.639700	4.598100	3.027000	0	0	0	4.195800	0	4.199800	1.069900	0.438600	0.919300	4.153400	5.159000	2.596000	1.787800
NODE_235_length_90026_cov_8.272466.0	2.236600	4.348200	2.868000	0	0	0	3.759100	0	4.475600	1.340000	0.319800	1.118900	4.455700	5.211800	2.958900	1.748700
NODE_178_length_157_cov_4.726115	0.881056	1.762114	0.881057	0	0	0	0.440529	0	0.828194	0.881057	0.881057	0.440529	3.083704	0	0	2.202643
NODE_505_length_906976_cov_6.853119.49	1.909400	0.050000	0.670000	0.020000	6.206100	5.970700	0.430000	2.148100	0	2.459500	5.956700	1.689100	0	0.410000	0.190000	0
NODE_505_length_906976_cov_6.853119.48	1.720000	0.069700	0.620000	0.070000	6.011500	6.045000	0.308200	2.116100	0	3.019500	5.726600	1.469800	0	0.459500	0.180000	0
NODE_108_length_1232_cov_16.167208	2.833331	7.956992	4.980798	0	0	0	7.882490	0	7.116747	2.607528	0.691244	3.064514	7.667427	7.364051	6.023813	2.526882
NODE_398_length_152_cov_4.164474	0.900901	0.450450	1.351352	2.252251	0	0	0.450450	0	0.450450	0.900901	0	0.450450	0.450450	0	0	1.801802
NODE_144_length_71_cov_8.492958	0.709220	0.687943	0.709220	0	0	0	2.007094	0	0	0	0	0.687943	2.063830	0.709220	1.418439	0.709220
NODE_73_length_883_cov_8.784824	2.719832	6.496325	4.512070	0	0	0	4.826865	0	4.273870	1.248689	0.524659	2.195171	4.705146	5.315846	3.966421	2.308499
NODE_230_length_269_cov_4.003717	0.884955	0.589971	0.589970	0	0	0	1.474926	0	0.589971	2.351031	0.884955	0.589971	1.179941	0	0.589970	1.474926
NODE_351_length_354039_cov_6.840114.34	1.536607	0	0.899781	0.056701	5.906504	6.004110	0.311857	1.812601	0	2.813806	5.460414	1.473031	0	0.354384	0.311858	0
NODE_424_length_293_cov_4.006826	0.275482	0.550964	1.928373	0	0	0	1.101928	0	0.550964	1.928372	0.275482	0	1.101929	0	0.275482	3.581268
NODE_351_length_354039_cov_6.840114.31	1.860000	0.020000	0.749600	0.050000	6.245700	5.437200	0.449900	1.849000	0	2.499000	5.136100	1.729100	0	0.340000	0.110000	0
NODE_351_length_354039_cov_6.840114.30	1.578700	0.100000	0.899500	0.140000	6.286400	5.355200	0.498800	2.077000	0	2.587700	5.315100	1.718100	0	0.540000	0.179900	0
NODE_351_length_354039_cov_6.840114.33	1.578100	0.060000	0.779400	0.120000	6.415200	6.463800	0.537600	2.316500	0	2.976000	5.228000	1.669900	0	0.360000	0.120000	0
NODE_351_length_354039_cov_6.840114.32	1.958400	0.060000	0.630000	0.089900	6.381800	6.266700	0.358600	2.132800	0	2.666400	5.123600	1.547000	0	0.358300	0.140000	0
NODE_94_length_21295_cov_9.556140.0	2.468600	4.887200	3.678300	0	0	0	3.965900	0	5.073400	2.403300	0.468600	1.359800	4.812400	4.766600	3.068000	2.995700
NODE_94_length_21295_cov_9.556140.1	2.277959	4.595333	3.617862	0	0	0	4.237215	0	4.917557	2.691331	0.790672	1.521074	4.254469	4.632733	3.298727	4.106728
NODE_386_length_205_cov_4.151219	0.727272	1.090909	1.454546	0	0	0	0.727273	0	0	1.454545	0.727273	1.090910	0.727273	0	0.727273	2.545453
NODE_150_length_96_cov_47.156250	4.728920	15.512047	4.795182	0	0	0	10.204835	0	11.403618	2.409638	0.602410	1.204818	7.813248	12.608448	10.192781	1.807230
NODE_347_length_1627_cov_5.590043	2.410139	5.104890	3.815557	0	0	0	3.407188	0	5.533884	0.766058	0.530349	1.355332	3.346499	4.058930	2.641129	1.532115
NODE_415_length_146_cov_4.205480	0.462963	0.462963	1.837963	0	0	0	0.462963	0	0.462963	1.388889	0	0.462963	0.462963	0	0	4.157404
NODE_361_length_352602_cov_6.831901.17	1.680000	0.060000	0.819300	0.080000	6.209800	5.894800	0.430000	2.057700	0	2.398400	5.392800	1.307600	0	0.520000	0.278800	0
NODE_288_length_174_cov_4.316092	2.049180	1.639345	1.229508	0	0	0	2.036885	0	2.036885	0.409836	0.409836	0.409836	2.032786	1.229508	0.409836	3.278688
NODE_22_length_1092_cov_17.170330	3.776249	8.949218	6.189331	0	0	0	7.215148	0	8.765065	2.580035	0.086058	3.000003	7.474179	9.024092	6.366615	3.950084
NODE_116_length_203_cov_4.093596	1.062271	1.465200	1.465200	0	0	0	0	0	0.366300	1.465202	0.366300	0.732600	0.732600	0	0	3.296702
NODE_236_length_61287_cov_8.171537.4	1.639600	4.673400	3.238300	0	0	0	3.337300	0	4.317000	0.880000	0.319900	1.138200	4.167100	4.907500	2.907900	1.659100
NODE_505_length_906976_cov_6.853119.69	1.948500	0.049600	0.830000	0.060000	6.216700	5.876500	0.360000	2.117400	0	3.078600	4.885300	1.655900	0	0.450000	0.150000	0
NODE_505_length_906976_cov_6.853119.68	1.878500	0.020000	0.580000	0.080000	6.850200	5.477200	0.490000	2.109800	0	2.538800	5.375700	1.486900	0	0.240000	0.118800	0
NODE_85_length_156_cov_4.275641	2.212391	0	4.367258	0	0	0.442478	1.283184	0	0	0.442478	0.884956	0	1.327434	0	0	0.442478
NODE_505_length_906976_cov_6.853119.66	1.937000	0.080000	0.730000	0.100000	6.229100	5.613500	0.479500	2.246400	0	2.696700	5.494800	1.455200	0	0.400000	0.210000	0
NODE_505_length_906976_cov_6.853119.65	1.788900	0.040000	0.630000	0.020000	7.042800	5.476700	0.520000	2.349400	0	2.648000	5.608800	1.427800	0	0.480000	0.100000	0
NODE_505_length_906976_cov_6.853119.64	1.849300	0.060000	0.748500	0.020000	6.536600	5.512500	0.360000	2.068500	0	2.616800	5.406900	1.529200	0	0.399800	0.180000	0
NODE_505_length_906976_cov_6.853119.63	1.805900	0.080000	0.769100	0.100000	6.247700	5.685300	0.260000	2.248200	0	2.915200	6.025900	1.677500	0	0.429100	0.220000	0
NODE_505_length_906976_cov_6.853119.62	1.977800	0.100000	0.810000	0	5.333900	5.806200	0.370000	2.248800	0	2.878300	5.524500	1.669000	0	0.540000	0.140000	0
NODE_505_length_906976_cov_6.853119.61	1.618200	0	0.610000	0.030000	5.864700	5.240400	0.310000	2.336400	0	2.967500	5.487400	1.689100	0	0.439600	0.129900	0
NODE_505_length_906976_cov_6.853119.60	1.729600	0.020000	0.959000	0.019900	5.617900	5.944100	0.350000	1.898500	0	3.026500	5.179000	1.470000	0	0.329900	0.080000	0
NODE_129_length_160323_cov_8.254436.13	1.769400	4.425900	2.848800	0	0	0	3.538900	0	4.575000	0.929400	0.210000	1.199900	3.821800	4.585600	2.819700	1.390000
NODE_129_length_160323_cov_8.254436.12	2.067800	4.074000	3.195600	0	0	0	4.047300	0	4.155600	1.219900	0.328600	1.180000	4.217000	4.726600	2.909600	1.690000
NODE_129_length_160323_cov_8.254436.11	1.799900	3.938200	2.827300	0	0	0	3.752900	0	4.454000	1.236800	0.339700	1.209900	4.138700	5.146300	2.985700	2.029400
NODE_129_length_160323_cov_8.254436.10	1.979400	4.295300	2.777100	0	0	0	4.537900	0	4.645700	0.930000	0.309700	1.219100	4.455600	4.796400	2.967200	1.657200
NODE_129_length_160323_cov_8.254436.15	1.710862	3.863949	3.375926	0	0	0	4.259307	0	4.305490	1.519291	0.404118	1.125372	4.096990	4.681998	2.942557	2.106418
NODE_129_length_160323_cov_8.254436.14	1.580000	4.515100	3.095500	0	0	0	3.499100	0	4.486300	0.928400	0.260000	1.260000	3.867400	4.736800	2.927300	1.307900
NODE_505_length_906976_cov_6.853119.16	2.237700	0.080000	0.810000	0.090000	6.157900	6.255200	0.310000	2.469100	0	3.069100	5.046500	1.727700	0	0.300000	0.219600	0
NODE_505_length_906976_cov_6.853119.41	1.729400	0.040000	0.819200	0.080000	6.052600	5.965200	0.300000	2.408900	0	2.846200	5.435200	1.426900	0	0.430000	0.100000	0
NODE_344_length_591_cov_7.949239	1.059002	3.025718	3.004539	0	0	0	2.420574	0	3.922841	0.605143	0	1.196673	2.118005	3.177005	2.396369	1.361574
NODE_505_length_906976_cov_6.853119.14	1.486700	0.080000	0.820000	0.080000	6.184700	6.521200	0.550000	2.317100	0	2.549900	5.326000	1.639800	0	0.330000	0.100000	0
NODE_505_length_906976_cov_6.853119.15	1.948200	0.040000	0.660000	0.070000	5.357100	6.056500	0.510000	2.249600	0	2.695700	5.543600	1.398700	0	0.376900	0.160000	0
NODE_132_length_71_cov_36.070423	7.687943	14.744684	11.056740	0	0	0	9.141838	0	9.723403	3.510638	0	2.063830	11.765963	9.007092	6.262412	4.191486
NODE_258_length_263280_cov_8.177872.11	1.827400	4.339100	3.169100	0	0	0	3.579500	0	4.087800	0.900000	0.199100	1.139000	4.168700	4.247300	2.058800	1.119300
NODE_428_length_146_cov_4.260274	1.388889	0.925926	0.462963	0	0	0	0.421296	0	0	2.300925	0.462963	0	1.388889	0	0	3.703702
NODE_261_length_321461_cov_8.199894.29	1.529600	3.978900	2.807100	0	0	0	3.677900	0	3.566900	1.249900	0.230000	1.087600	3.986500	4.638800	2.627100	1.796400
NODE_261_length_321461_cov_8.199894.28	1.889400	4.548400	3.188200	0	0	0	4.192800	0	4.621000	1.119500	0.300000	1.097400	4.484600	4.277300	3.287000	1.699300
NODE_109_length_178_cov_16.084270	0	0	1.209678	0	0	0	0.403226	0	0	0.806452	0	0	0.403226	0	0	0.403226
NODE_261_length_321461_cov_8.199894.23	1.744900	4.587100	2.815300	0	0	0	3.478900	0	4.438000	1.100000	0.279800	1.150000	3.713000	4.565600	2.647100	1.558600
NODE_261_length_321461_cov_8.199894.22	1.757800	4.705900	3.159700	0	0	0	3.985800	0	4.719100	1.188700	0.340000	1.429200	3.873500	5.074100	2.777200	1.488900
NODE_95_length_95_cov_16.063158	1.793940	3.012119	1.739395	0	0	0	6.012120	0	6.557574	1.212121	0	2.424245	3.539390	3.527276	2.424244	2.351515
NODE_261_length_321461_cov_8.199894.20	1.648600	4.685200	2.876400	0	0	0	3.485700	0	4.416000	1.108800	0.290000	1.109100	4.168200	4.404800	2.728700	1.866800
NODE_261_length_321461_cov_8.199894.27	1.747100	4.479100	2.618900	0	0	0	3.747900	0	4.108700	1.019400	0.199900	1.167100	4.467200	4.435400	2.996800	1.489900
NODE_261_length_321461_cov_8.199894.26	1.819100	4.315500	3.057200	0	0	0	4.118600	0	4.587300	0.930000	0.419400	1.250000	3.248100	5.526600	2.836500	1.394600
NODE_261_length_321461_cov_8.199894.25	2.079800	4.426200	3.547700	0	0	0	3.569000	0	4.878500	1.427900	0.368700	1.539200	3.925700	4.547500	2.567500	1.587400
NODE_261_length_321461_cov_8.199894.24	2.028500	3.895200	3.204700	0	0	0	3.884300	0	3.899900	0.999400	0.400000	1.370000	4.193500	5.214800	2.737700	1.877700
NODE_20_length_1174_cov_71.271721	6.993575	20.485523	12.774920	0	0	0	13.900323	0	17.923622	4.735532	1.366559	4.581994	13.805468	15.738742	11.081994	6.752413
NODE_242_length_125_cov_17.591999	0	1.025641	0.512821	0	0	0	1.538460	0	0.512821	0	0	0	1.025641	1.025640	0	0
NODE_43_length_3201_cov_17.114964	3.969428	9.000620	6.167227	0.764293	0	0.030572	7.747791	0	8.307548	3.055943	0.642005	2.751452	8.479974	9.827882	6.534694	4.608992
NODE_57_length_427_cov_83.281029	15.631791	37.462783	27.392349	0	0	0	31.454729	0	32.259561	8.008054	3.394365	9.645871	36.784720	38.120728	25.283708	9.213283
NODE_246_length_206288_cov_6.775057.1	1.547200	0.030000	0.599500	0.140000	5.696100	5.978800	0.569800	1.719300	0.009900	2.626800	5.316600	1.318600	0	0.319800	0.230000	0
NODE_246_length_206288_cov_6.775057.0	2.016900	0.060000	0.819300	0.090000	5.538900	5.376700	0.588900	2.457400	0	3.078400	5.616800	1.110000	0	0.300000	0.110000	0.060000
NODE_246_length_206288_cov_6.775057.3	1.797400	0.160000	0.569900	0.080000	6.195800	5.305100	0.378200	2.318000	0	2.485400	4.937600	1.559800	0	0.350000	0.049400	0
NODE_246_length_206288_cov_6.775057.2	1.739800	0.090000	0.779200	0.080000	6.272700	5.946100	0.300000	2.519200	0	2.898000	4.937800	1.648700	0	0.390000	0.189200	0
NODE_246_length_206288_cov_6.775057.5	1.879300	0.040000	1.029500	0.280000	6.475200	6.084000	0.500000	3.205600	0.210000	2.799300	5.198200	2.445500	0	0.509700	0.849300	0.459900
NODE_246_length_206288_cov_6.775057.4	1.537600	0.020000	0.508100	0	6.157100	6.135400	0.180000	2.427500	0	2.747500	4.943800	1.519000	0	0.280000	0.180000	0
NODE_246_length_206288_cov_6.775057.7	1.438200	0.100000	0.678700	0.040000	6.535800	5.674300	0.390000	2.375200	0	3.034700	5.145900	1.499400	0	0.468800	0.100000	0
NODE_246_length_206288_cov_6.775057.6	1.689300	0.060000	0.769000	0.020000	5.736400	6.167200	0.449000	2.058600	0	2.598700	5.423600	1.458300	0	0.380000	0.140000	0
NODE_246_length_206288_cov_6.775057.9	1.589800	0.120000	0.749000	0.100000	6.382400	5.938600	0.469400	2.298800	0	3.099600	5.901400	1.349000	0	0.390000	0.198700	0
NODE_246_length_206288_cov_6.775057.8	1.738100	0.019400	0.679800	0.060000	5.993100	5.795800	0.350000	2.029300	0	3.274900	5.829700	1.530000	0	0.408800	0.160000	0
NODE_76_length_145_cov_4.200000	0.930233	0	0	0	0	0	0	2.786043	1.339535	0.465116	0	2.790698	0	0.465116	0.925581	0.930232
NODE_159_length_105_cov_17.923809	0.571429	0.571429	0.571429	0	0	0	0	0	0.571429	0	0	0	0.571429	1.714284	0	0
NODE_318_length_176_cov_4.369318	1.219512	1.219512	2.032521	0	0	0	0.406504	0	0	1.219511	0.813009	0.813009	0.813009	0	0.406504	3.658533
NODE_405_length_96_cov_16.645834	1.192771	3.566267	1.777107	0	0	0	3.012048	0	5.295186	0.602410	0.602410	1.204819	4.168677	4.090361	2.969881	2.355421
NODE_420_length_438_cov_25.828768	5.870074	10.175193	6.779527	0	0	0	11.779530	0	12.555113	2.537400	0.765748	2.165354	11.753941	13.360241	6.866141	4.509839
NODE_191_length_2593_cov_10.080987	2.848294	5.135181	3.715736	0	0	0	4.392412	0	5.103650	2.666165	0.638377	1.499062	3.229441	4.836276	2.812990	2.851668
NODE_171_length_460_cov_19.934782	1.316981	4.513211	2.641511	0	0	0	4.711325	0	5.264147	1.320754	0.188679	1.132076	4.711325	6.032070	3.579247	3.203775
NODE_283_length_165_cov_4.200000	0.851064	1.276595	0.851063	0	0	0	0	0	0.425532	2.127663	0.425532	0.425532	0.425532	0	0.425532	2.127663
NODE_505_length_906976_cov_6.853119.4	1.608900	0.100000	1.018800	0.040000	6.136300	5.665700	0.460000	2.357700	0	2.620000	5.445700	1.569200	0	0.460000	0.160000	0
NODE_100_length_1535_cov_6.691205	8.261677	0.249221	6.652957	0.123988	0	3.362618	6.351409	0	0	0.808100	0.373832	0.373832	5.781307	0	0	1.059190
NODE_243_length_73_cov_15.643836	1.398602	0	0	0	1.398602	1.398602	0	0	0	0	3.496500	0	0	0	0	0
NODE_250_length_251161_cov_8.263253.15	1.716400	4.337600	2.717300	0	0	0	4.466900	0	3.948800	1.277500	0.340000	1.068800	3.596500	5.037400	2.749300	1.796800
NODE_107_length_7609_cov_8.569195	1.874722	4.344835	3.357731	0	0	0	4.048056	0	4.411123	0.949603	0.325564	1.263185	4.151191	4.947649	2.760774	2.054826
NODE_21_length_182_cov_59.115383	9.464282	15.293653	11.488097	0	0	0	13.432534	0	19.801585	1.587302	1.162698	4.321431	15.079367	24.726194	11.087308	4.325394
NODE_213_length_120_cov_13.925000	0	0	0.526316	0	0.526316	1.578945	0.526316	0	0	0	0.526316	0.526316	0	0	0	0
NODE_467_length_146_cov_4.130137	0	0.439815	0	0	0	0	0	0	0.462963	1.388888	0.462963	0	1.851851	0	0.462963	5.078704
NODE_425_length_205_cov_4.321951	1.454544	0	2.181821	0	0	0	0	0	0.727272	1.454545	1.454545	0.727273	0.727273	0	0	3.272725
NODE_361_length_352602_cov_6.831901.33	1.989100	0.120000	0.570000	0.080000	6.266200	5.424700	0.318900	2.337900	0	2.677800	5.474900	1.589400	0	0.340000	0.180000	0
NODE_35_length_465_cov_4.294624	1.482243	1.121495	1.308412	0	0	0	0.373832	0	0.560747	3.925230	0.373832	0.186916	0.934580	0	0.186916	4.112149
NODE_115_length_78252_cov_8.512166.1	1.787400	3.998500	2.974900	0	0	0	3.878600	0	4.197900	1.109100	0.219100	1.160000	3.807500	5.064600	2.636800	1.799000
NODE_115_length_78252_cov_8.512166.0	1.645100	4.396300	2.918400	0	0	0.060000	3.955100	0	4.177900	0.748800	0.379900	1.187400	3.886300	4.266200	2.869100	1.517900
NODE_115_length_78252_cov_8.512166.3	1.598400	4.621700	2.349000	0	0	0	4.087400	0	4.692600	0.929400	0.350000	1.208900	4.039300	5.058200	3.152200	1.330000
NODE_115_length_78252_cov_8.512166.2	1.738300	4.779000	2.947800	0	0	0	3.467900	0	4.514200	1.169200	0.360000	1.229500	4.267100	5.474900	2.589100	1.589300
NODE_115_length_78252_cov_8.512166.5	1.567800	4.363300	2.749000	0	0	0	4.488000	0	4.695200	0.989600	0.160000	1.220000	3.567600	4.395600	2.557600	1.339700
NODE_115_length_78252_cov_8.512166.4	1.920000	4.296200	2.729000	0	0	0	4.236700	0	4.509400	1.087900	0.280000	1.170000	4.587500	4.563800	2.629100	1.499800
NODE_115_length_78252_cov_8.512166.6	2.414964	5.193590	3.626953	0	0	0	4.260780	0	4.265422	2.187643	0.687425	1.586508	4.667563	4.537661	2.961413	3.352636
NODE_489_length_157263_cov_6.771033.2	1.729100	0.100000	0.829200	0.100000	6.036200	5.196100	0.380000	1.978300	0	2.937500	4.826800	1.569200	0	0.400000	0.160000	0
NODE_88_length_621_cov_17.723028	2.894355	9.393634	6.193920	0	0	0	8.526775	0	6.493490	1.879882	0.722141	3.039073	7.086829	8.470332	5.607815	2.170769
NODE_302_length_152_cov_4.171052	2.252250	0.450450	0	0	0	0	0	0	0	1.801800	0	0.450450	0.900901	0	0.450450	4.954955
NODE_271_length_164_cov_15.048780	0.427350	2.136753	0.854701	0	0	0	0.427350	0	2.136750	0	0.427350	0.427350	0.854701	1.709400	0.854700	0
NODE_44_length_80_cov_17.000000	0	0.666667	2.666668	0	0	0	0.666667	0	0	0	0	0	0.666667	1.333334	1.333333	0.666667
NODE_323_length_178_cov_17.000000	0.403226	0	0.403226	0	0	0	0	0	0.403226	0	0	0	0.403226	0.806452	0.403226	1.209678
NODE_188_length_948_cov_28.155064	6.573683	13.496067	9.209236	0	0	0	12.456779	0	12.938119	4.715130	1.669941	2.544205	10.288794	14.863448	8.434184	7.459727
NODE_321_length_100_cov_16.500000	0.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_250_length_251161_cov_8.263253.23	1.978500	4.396000	2.839300	0	0	0	3.785500	0	3.998000	0.969900	0.220000	1.118800	3.862300	4.618000	2.367300	1.637100
NODE_505_length_906976_cov_6.853119.23	1.880000	0.020000	0.790000	0.100000	6.364200	6.492400	0.239900	2.328000	0	3.017800	5.368500	1.497700	0	0.340000	0.110000	0
NODE_505_length_906976_cov_6.853119.22	1.859500	0.100000	0.739400	0.020000	6.165600	6.211800	0.380000	2.447000	0	2.509600	5.491900	1.389200	0	0.390000	0.150000	0
